BorrowerState,EmploymentStatus,EmploymentStatusDuration,LoanOriginalAmount
MN,Full-time,153,5000
CA,Employed,90,10000
TX,Employed,5,4000
GA,Employed,58,5000
GA,Employed,12,4000
TN,Not employed,47,7000
AZ,Employed,111,3000
,Not available,,6000
CA,Employed,129,9900
VA,Employed,29,11500
PA,Employed,52,3000
MS,Employed,31,3000
GA,Employed,82,3000
FL,Self-employed,116,4000
CA,Employed,19,10000
IN,Employed,63,15000
,Not available,,1000
TX,Employed,9,10000
WA,Employed,11,7000
TX,Full-time,117,1200
NC,,,1000
CA,Employed,372,5000
,Full-time,10,5000
MI,Employed,5,4000
,Full-time,11,3000
CA,Not available,,3000
IL,Employed,19,4000
MS,Employed,4,2000
GA,Employed,154,4000
ID,Full-time,71,5000
,Not available,,10000
FL,Employed,79,11000
,Not available,,5000
IL,Full-time,26,10000
NM,Full-time,19,2501
GA,Employed,190,7168
MI,Employed,26,18000
MI,Employed,290,15000
LA,Employed,132,14200
CA,Employed,124,12000
KY,Employed,16,5000
GA,Employed,48,4000
CA,Employed,150,3200
KS,Employed,126,10000
OH,Employed,31,4000
PA,Employed,171,6500
PA,Employed,122,15000
TX,Full-time,134,4000
RI,Employed,73,2000
MO,Employed,315,25000
AZ,Full-time,49,7500
WA,Employed,29,14500
NY,Employed,31,15000
GA,Full-time,282,5000
MO,Employed,88,15000
RI,Employed,2,15000
MA,Full-time,54,15000
WA,Employed,5,7500
NE,Full-time,35,7500
TX,Employed,12,15000
IL,Employed,55,20000
MI,Full-time,64,2125
IL,Employed,120,2500
VA,Employed,31,4000
PA,Full-time,14,1000
GA,Employed,92,10500
NC,Employed,141,10000
VA,Self-employed,98,4000
NH,Employed,385,5000
KY,Employed,141,13000
CA,Employed,119,7200
GA,Full-time,41,6000
OR,Self-employed,20,5000
MD,Employed,123,20000
MA,Employed,51,4000
FL,Employed,83,15000
FL,Employed,14,4000
KY,Employed,195,12000
TX,Other,6,3000
NH,Full-time,59,3000
OH,Employed,55,3300
UT,Not employed,7,1000
NV,Full-time,57,10000
VA,Employed,47,15000
MI,Employed,86,25000
SC,Employed,2,20000
UT,Part-time,131,1500
NV,Employed,33,5000
PA,Employed,25,4000
OH,Employed,85,20000
NC,Full-time,136,15900
CA,Full-time,306,2551
NE,Self-employed,211,10000
MO,Employed,259,6000
IN,Employed,41,15000
NJ,Employed,10,15000
MI,,,6000
GA,Not available,,9000
MD,Employed,246,15000
FL,Employed,617,10000
GA,Employed,74,3500
FL,Employed,142,5000
IN,Employed,173,18000
MN,Self-employed,296,15000
OH,Employed,108,4000
MS,Other,128,2000
CA,Employed,274,8001
VA,Full-time,257,3500
TX,Employed,31,4000
,Not available,,10000
OK,Full-time,37,9000
IL,Self-employed,40,6500
WI,Employed,26,10000
FL,Employed,26,8000
CA,Employed,247,15000
NY,Employed,73,15000
CA,Employed,141,6000
TX,Employed,5,2000
FL,Employed,165,20000
NJ,Employed,102,15000
TX,Employed,178,4000
MD,Employed,172,3500
GA,Employed,41,2000
CA,Full-time,21,9999
AL,Employed,23,12000
GA,Not available,,4000
WA,Employed,9,5000
,Not available,,3000
,,,1000
WA,Employed,376,15000
AZ,Employed,73,2500
MD,Employed,124,2000
VA,Employed,64,11500
OK,Full-time,271,7000
LA,Full-time,198,10000
AR,Employed,155,15000
,Full-time,12,2700
OH,Employed,87,20000
IL,Employed,63,4000
CT,Employed,45,20500
TX,Employed,64,10000
NC,Employed,161,10000
VA,Self-employed,35,10000
NY,Full-time,282,9000
VA,Employed,30,5000
WI,Employed,252,8000
AR,Full-time,9,7000
,,,2600
NY,Employed,117,3000
NC,Full-time,5,8850
TX,Other,205,6600
CA,Employed,34,5000
VT,Employed,116,11500
KY,Full-time,20,1500
CA,Not employed,1,3000
MN,Employed,10,4000
GA,Employed,170,8500
TX,Full-time,348,13000
MD,Employed,95,4000
KY,Employed,9,4000
OR,Employed,170,13000
MI,Full-time,69,1900
GA,Employed,4,3500
NV,Employed,8,9000
CA,Full-time,93,5000
CO,Full-time,223,3000
TX,Employed,15,15000
IN,Retired,85,5000
MO,Employed,235,15000
GA,Employed,214,20000
VA,Employed,285,7000
TX,Employed,172,4500
CA,Employed,153,25000
NJ,Employed,32,3500
NY,Self-employed,250,7500
VA,Employed,37,8000
IL,Full-time,117,8100
TX,Employed,76,10000
NY,Other,41,10000
CA,Employed,21,20000
CT,Full-time,186,2500
,Not available,,1000
PA,Full-time,224,2000
,Not available,,6500
VA,Full-time,329,2000
NY,Full-time,154,15000
NY,Other,175,4000
IN,Employed,13,4000
MO,Full-time,48,1200
NY,Employed,76,10000
,Not available,,2000
MI,Employed,240,12000
UT,Full-time,52,1700
IN,Full-time,43,2500
AL,Not available,,6000
CA,Full-time,24,3500
IN,Full-time,2,1000
OK,Employed,256,2000
WA,Employed,138,4000
IL,Full-time,39,1000
OH,Employed,274,9000
IL,Employed,24,4000
FL,Employed,63,3500
TN,Employed,71,12000
MI,Employed,1,4000
IN,Employed,137,15000
OK,Employed,245,15000
FL,Other,64,4000
CA,Other,57,10000
IL,Full-time,131,2500
MO,Full-time,39,8000
IL,Full-time,60,2000
CA,Full-time,25,4000
IL,Employed,378,2000
NY,Employed,160,4000
CA,Employed,144,10647
ME,Full-time,46,1000
NY,Employed,9,5000
NJ,Employed,15,6500
MA,Employed,90,15000
MD,Full-time,270,3500
FL,Employed,26,3000
MS,Employed,285,15000
MD,Full-time,331,4000
CA,Full-time,21,4000
NJ,Full-time,118,7000
KY,Employed,314,3000
OR,Full-time,25,15000
CA,Employed,27,4000
,,,2500
FL,Employed,46,4000
GA,Employed,67,15000
MI,Employed,259,5000
CA,Employed,73,4000
FL,Employed,26,3000
PA,Employed,6,15000
IL,Employed,2,6000
CA,Employed,112,10000
VA,Employed,23,6000
CA,Employed,169,15000
NC,Employed,122,3000
WI,Employed,75,8000
WI,Not employed,54,3155
UT,Employed,20,4000
NY,Full-time,35,2000
OH,Employed,61,10000
WA,Employed,94,10000
NY,Self-employed,6,5000
CO,Employed,48,10000
MA,Employed,37,7000
WI,Full-time,25,1000
MN,Employed,65,4000
WA,Full-time,131,2000
IL,Other,5,4000
NH,Employed,86,20000
NM,Full-time,136,9500
NJ,Self-employed,149,15000
WA,Full-time,88,5000
NC,,,3000
PA,Employed,32,11500
CA,Full-time,93,1000
CA,Employed,132,4000
CA,Full-time,40,2560
MI,Employed,7,4000
NJ,Employed,30,7000
FL,Employed,27,17500
NY,Employed,224,4000
FL,Employed,72,3000
NY,Employed,193,20000
WI,Not available,,1500
CO,Full-time,21,10000
MO,Full-time,28,4000
FL,Full-time,75,6500
CT,Employed,66,4000
WA,Employed,134,25000
OR,Employed,160,9000
OH,Full-time,14,1000
IL,Self-employed,84,4000
IN,Not available,,1000
IN,Full-time,17,2000
MD,Employed,71,4000
IN,Employed,33,10000
WV,Employed,385,2000
CO,Employed,69,2000
MN,Full-time,7,1700
IL,Full-time,11,3000
CA,Employed,42,4767
WA,Employed,301,15000
AR,Employed,124,15000
CT,Full-time,169,3000
MA,Full-time,73,5000
CA,Employed,36,4000
NV,Full-time,36,10000
MD,Employed,455,5000
GA,Full-time,3,4000
CO,Employed,427,18500
OH,Employed,88,20000
IL,,,1200
GA,Employed,175,3000
,Not available,,6000
MT,Self-employed,44,10000
PA,Part-time,2,15000
TN,Employed,113,2000
NJ,Employed,4,15000
RI,Employed,56,15000
FL,Other,0,10000
IL,Employed,14,8500
CA,Employed,182,15000
CA,Full-time,49,3375
DC,Employed,22,9000
,,,4200
MI,Other,0,3000
,Not available,,6001
WI,Employed,8,15000
MI,Employed,174,15000
TX,Employed,53,8000
CA,Employed,93,15000
MI,Employed,143,14000
VA,Employed,449,13987
WA,Retired,111,7000
IL,Employed,203,25000
ID,Employed,198,3800
CA,Employed,225,6000
TX,Employed,50,7500
GA,Employed,84,14000
WI,Employed,50,7000
CA,Employed,309,13750
NY,Employed,28,4000
NY,Full-time,11,1000
GA,Employed,9,3000
KY,Employed,208,8600
IL,Employed,110,15000
NY,Employed,12,15000
VA,Other,12,15000
AZ,Employed,8,2000
MN,Employed,8,20000
NY,Full-time,69,7500
PA,Employed,263,15000
MD,Employed,119,15000
MO,Employed,334,15000
IL,Full-time,28,20000
OR,Not available,,1990
WA,Full-time,525,4100
TX,Employed,27,19000
MI,Full-time,275,3000
VA,Full-time,80,6000
OH,Full-time,38,6000
OR,Self-employed,0,3000
NH,Employed,372,4000
CA,Self-employed,46,4000
TX,Employed,71,4000
OH,Full-time,311,4000
IN,Employed,33,7500
NY,Self-employed,11,15000
NY,Self-employed,11,15000
TX,Not available,,3000
OK,Full-time,123,5600
NY,Other,28,15000
FL,Employed,4,19000
CA,Full-time,76,8200
IN,Employed,275,15000
KY,Other,40,7000
OH,Full-time,31,2300
KS,Other,17,2000
OK,Employed,184,12000
NY,Employed,187,20000
CO,Employed,59,10000
CA,Employed,147,2000
PA,Employed,155,4000
CA,Part-time,91,7500
NJ,Employed,8,5000
TX,Employed,16,25000
CT,Self-employed,49,15000
MI,Employed,104,7500
MI,Full-time,118,5600
NY,Employed,95,4000
GA,Full-time,36,15000
MN,Employed,401,3500
PA,Employed,199,10000
AL,Employed,5,4000
GA,Employed,12,10000
MN,Full-time,108,2500
CA,Part-time,14,2600
FL,Employed,4,9800
IL,Employed,97,4000
MO,Employed,2,15000
,,,1860
FL,Employed,159,4000
MD,Employed,14,9000
FL,Employed,22,6000
CA,Full-time,261,1750
WI,Employed,451,2000
VA,Employed,0,5000
AZ,Employed,186,10000
CA,Full-time,265,7500
NJ,Employed,41,10000
OH,Employed,74,10000
MI,Employed,90,8500
MD,Employed,37,13000
TX,Employed,8,25000
CA,Employed,3,25000
PA,Employed,70,13500
AR,Employed,16,20000
CA,Employed,104,15000
CA,Employed,7,4000
AZ,Employed,108,4000
CA,Full-time,13,5000
NY,Full-time,48,7000
KS,Employed,130,13000
IL,Employed,53,5000
CA,Full-time,62,1000
HI,Full-time,203,1500
FL,Employed,99,25000
VA,Employed,120,20000
FL,Not employed,1,1200
NV,Employed,39,4000
MD,Employed,14,6500
WA,Employed,136,9000
UT,Employed,149,7000
IL,Full-time,18,2000
NE,Employed,26,3000
FL,Employed,7,15000
MS,Employed,187,3500
VA,Employed,295,25000
NY,Employed,19,4000
CA,Employed,315,25000
MI,Not available,,1600
CA,Employed,134,12000
SC,Employed,2,16000
CA,Employed,172,15000
MO,Full-time,5,5000
OH,Employed,29,10000
OH,Full-time,24,5000
HI,Employed,184,6080
PA,Full-time,54,9000
WA,Employed,24,17000
NJ,Full-time,192,1600
AZ,Employed,194,15000
GA,Employed,318,11000
OR,Full-time,126,7000
,Full-time,28,12000
IL,Full-time,56,3500
MN,Full-time,24,7500
,Not available,,5000
PA,Employed,399,10000
NY,Employed,91,3820
NY,Employed,329,10000
TX,Not available,,1500
OH,Employed,141,4000
TN,Employed,107,15000
OH,Full-time,26,1200
WV,Full-time,17,4200
NJ,Employed,6,3500
CA,Employed,53,7000
KS,Full-time,58,1500
MD,Not available,,25000
CA,Employed,82,15000
NY,Employed,22,12000
FL,Employed,32,4000
CT,Employed,290,20000
NC,Employed,102,8300
VA,Employed,51,2000
KS,Employed,178,4000
IL,Employed,328,15000
NV,Other,477,10000
GA,Employed,129,5000
AZ,Employed,1,25000
NY,Employed,105,20000
FL,Part-time,13,1300
CA,Employed,245,6000
MI,Full-time,36,1000
VA,Employed,37,3500
NJ,Employed,139,25000
PA,Employed,138,15000
MO,Full-time,38,2000
CT,Employed,2,8000
IL,Full-time,51,7000
CO,Employed,413,2000
CA,Employed,73,20000
FL,Full-time,34,5000
CT,Employed,26,7000
MN,Full-time,44,3000
OH,Employed,202,15000
FL,Employed,32,9000
GA,Full-time,50,6000
CA,Not available,,8000
OK,Employed,51,35000
WA,Full-time,190,1000
,,,3000
LA,Full-time,31,3000
WA,Full-time,198,8000
MO,Employed,364,12000
MD,Other,74,4000
IN,Employed,28,8500
TN,Employed,496,3000
KY,Full-time,101,15001
FL,Employed,23,10000
CA,Retired,12,7500
CA,Employed,28,17000
MI,Self-employed,18,14900
,Not available,,1001
CT,Full-time,273,5000
AZ,Employed,41,4000
WY,Full-time,327,5500
CA,Employed,13,10000
PA,Employed,6,10000
ND,Full-time,64,3500
TX,Employed,11,2000
KY,Full-time,1,2000
DE,Full-time,108,4000
WA,Full-time,83,2900
OH,Employed,10,25000
CA,Self-employed,151,4500
MS,Employed,20,9500
TX,Employed,18,3500
MI,Employed,25,4000
MO,Employed,139,4000
VA,Employed,124,15000
TX,Employed,77,19000
GA,Self-employed,15,3001
WA,Full-time,43,4750
TX,Employed,215,10500
CA,Employed,28,15000
FL,Full-time,112,3500
VA,Employed,159,5000
CO,Full-time,53,3000
MO,Other,61,4000
NY,Employed,278,9000
FL,Employed,28,4000
MI,Employed,48,3500
CA,Full-time,57,14000
NY,Full-time,12,3030
IL,Employed,242,10000
MT,Full-time,42,3000
MN,Employed,76,5300
OH,Employed,38,3500
IL,Not available,,2000
OH,Employed,163,2500
NY,Employed,71,10000
FL,Employed,162,15000
NJ,Employed,104,9000
FL,Employed,58,35000
CA,Employed,100,4000
GA,Employed,382,14800
NC,Employed,97,35000
FL,Employed,269,3000
CA,Employed,11,5000
GA,Employed,14,3000
MI,Retired,138,1000
MD,Employed,47,15000
MN,Employed,127,8000
,Not available,,10000
OH,Full-time,142,6000
FL,Employed,186,11000
OH,Employed,341,8500
MA,Employed,4,15048
MO,Self-employed,104,15000
MN,Employed,93,3100
MI,Full-time,39,6000
MI,Employed,77,10000
CA,Employed,126,15000
FL,Employed,101,15000
AK,Employed,86,10000
MO,Employed,25,7000
CA,Other,10,2500
OH,Full-time,9,2500
CT,Self-employed,25,4000
CA,Full-time,190,5000
OK,Employed,34,15000
TX,Full-time,3,2300
MS,Full-time,89,8300
IN,Employed,415,15000
CT,Employed,40,2500
NC,Employed,100,5500
HI,Other,317,4000
CA,Employed,65,7500
CA,Employed,51,3000
SD,Self-employed,62,4000
CA,Part-time,37,2000
MI,Employed,10,4000
CT,Employed,137,7000
FL,Employed,83,5000
OH,Employed,48,4000
TN,Employed,25,8280
,Full-time,22,3500
WA,Not employed,42,4500
WV,,,3000
IN,Employed,269,4000
TX,,,12000
OH,Employed,65,10000
MI,Employed,17,10000
MD,Employed,22,18500
WA,Employed,142,2000
CO,Full-time,15,13000
CA,Other,0,4000
AL,Full-time,11,2000
CT,Employed,34,10500
MD,Employed,223,3500
NJ,Employed,148,15000
IL,Employed,14,15000
OH,Employed,126,15000
CA,Full-time,175,9000
VA,Employed,274,2500
TX,Employed,47,2500
CO,Employed,100,15000
NM,Employed,74,25000
CA,Full-time,192,3000
SC,Full-time,33,1400
IL,,,4000
CA,Employed,67,20000
CO,Full-time,0,2500
MA,Employed,88,10000
MO,Self-employed,318,13000
OK,Full-time,96,2000
WA,Employed,56,5000
MI,Employed,3,10000
VA,Employed,87,10000
NE,Full-time,3,13000
WA,,,5000
WI,Full-time,142,1000
GA,Employed,170,2000
VA,Employed,163,25000
CA,Employed,2,10000
TX,Employed,46,4000
CT,Employed,17,3000
GA,Self-employed,64,1500
CA,Full-time,99,3700
MO,Full-time,218,5000
CA,Not available,,2600
DE,Employed,152,4000
CA,Employed,183,20000
MO,Employed,178,3000
TX,Employed,205,4500
TX,Employed,51,25000
GA,Employed,83,3000
OH,Employed,3,3600
MD,Employed,31,20000
CO,Employed,83,6000
CO,Self-employed,198,5000
IN,Full-time,29,7000
MA,Employed,116,6100
KY,Employed,96,5000
WA,Full-time,31,4000
FL,Other,0,4000
WI,Employed,24,5000
IN,Employed,67,10000
IL,Self-employed,23,10000
AR,Other,0,5500
CA,Employed,10,15000
CA,Employed,95,25000
CA,Full-time,36,15000
,,,6500
TX,Full-time,10,14500
CT,Self-employed,74,4000
MI,Employed,145,14000
MI,Employed,32,7000
IL,Full-time,31,3000
NC,Employed,10,2000
CA,Full-time,111,6000
OH,Employed,199,9000
TX,Employed,179,9500
TX,Not available,,2000
CT,Employed,246,6000
NY,Not employed,0,4000
WA,Full-time,70,2500
NY,Full-time,38,3000
SC,Employed,94,4000
CA,Employed,2,7550
VA,Employed,224,4000
CA,Employed,13,16000
NY,Employed,19,12000
IL,Employed,23,9000
CA,Full-time,67,2000
NY,Employed,163,25000
CA,Employed,148,10000
NJ,Other,4,1500
FL,Employed,56,15000
MD,Employed,12,3000
KY,Employed,42,10000
MN,Employed,23,3000
CA,Employed,270,15000
NY,Employed,83,7000
MD,Self-employed,135,4000
MO,Employed,103,6000
CA,Employed,9,15000
NE,Employed,116,25000
OR,Employed,13,4000
GA,Full-time,213,3250
CA,Part-time,51,4100
FL,Self-employed,143,4000
MN,Other,138,3000
CT,Employed,172,3500
MI,Full-time,93,2500
NC,Employed,16,12000
NH,Full-time,262,10001
IL,Employed,439,25000
MA,Self-employed,536,9000
MD,Other,113,4000
,Not available,,6001
CA,Employed,54,4000
GA,,,4000
VA,Part-time,36,2000
NV,Employed,79,10000
MA,Employed,57,9000
SC,Employed,100,10000
MN,Full-time,288,3500
IL,Full-time,76,2000
OH,Employed,292,8750
VA,Employed,67,5000
IL,Retired,80,1000
NY,Employed,12,13000
CA,Employed,26,4000
IN,Employed,30,7500
OH,Employed,187,6000
MA,Employed,58,8500
CA,Employed,286,4000
FL,Employed,13,4000
TN,Employed,9,10000
NH,Full-time,162,13000
OH,Employed,18,2000
MO,Employed,187,3500
PA,Full-time,59,1500
OH,Employed,199,15000
NV,Retired,3,2000
WI,Employed,424,7500
VA,Employed,7,15000
CA,Not available,,3000
GA,Self-employed,83,4000
OR,Employed,75,6000
TX,Employed,162,10000
MD,Employed,26,5000
NY,Employed,2,4000
MA,Employed,106,4000
FL,Employed,29,10000
CO,Employed,121,10000
IN,Employed,205,10000
PA,Employed,70,1000
OH,Employed,89,2200
,Not available,,4500
WI,Full-time,114,7300
OH,Employed,151,20000
LA,Full-time,49,3050
MA,Employed,67,7000
CA,Employed,12,8500
VA,Full-time,31,8000
GA,Employed,32,2000
AZ,Self-employed,67,5650
CA,Employed,64,9000
MI,Not available,,9500
MA,Employed,42,7000
CA,Full-time,12,7500
UT,Employed,116,10000
TX,Full-time,74,18000
AZ,Employed,153,10000
PA,Full-time,114,10000
OH,Full-time,16,2500
,Not available,,3000
CA,Employed,157,8000
OR,Not available,,1500
NY,Employed,378,10000
FL,Self-employed,14,2000
CA,Employed,228,25000
FL,Self-employed,55,13000
MD,Employed,151,11000
FL,Employed,1,10000
AZ,Employed,105,8500
LA,Employed,246,15000
AZ,Employed,4,4500
MI,Employed,192,6000
GA,Full-time,47,4500
OH,Employed,449,4000
ME,Full-time,34,3500
IN,Full-time,21,1000
MA,Full-time,92,2000
GA,Not available,,3001
LA,Self-employed,119,3300
MO,Full-time,100,5000
MI,Not available,,1000
VT,Self-employed,108,4000
MN,Employed,137,2000
PA,Full-time,228,12500
OH,Employed,300,4500
GA,Employed,111,4000
TN,Other,71,20000
CA,Employed,125,15000
CO,Employed,17,25000
IA,Full-time,68,5000
MI,Full-time,67,1000
NJ,Employed,165,20000
CA,Employed,179,12000
FL,Other,103,3500
NY,Full-time,0,25000
MS,Employed,186,2500
OH,Employed,71,2000
MI,Employed,243,6500
NY,Employed,136,3000
AZ,Self-employed,315,10000
NY,Employed,292,25000
IL,Employed,47,10000
NY,Not employed,100,15000
GA,Employed,26,4000
GA,Self-employed,31,5000
AL,Employed,95,5000
MO,Not employed,2,2000
MD,Employed,81,10000
MA,Employed,216,24000
CA,Employed,178,13000
NC,Employed,237,2500
NY,Employed,54,10000
MD,Employed,105,15000
NC,Full-time,191,6000
FL,Other,449,3000
LA,Employed,270,5000
CA,Employed,66,10000
TN,Employed,72,10000
TX,Employed,211,20000
NY,Employed,200,7000
NY,Full-time,69,2400
TX,Other,158,12500
MI,Full-time,4,5100
WV,Employed,52,2000
MI,Full-time,4,1200
CO,Employed,128,15000
CT,Employed,160,5000
CA,Full-time,12,4000
CT,Employed,124,12500
FL,Employed,365,3500
WI,Employed,92,6500
FL,Employed,70,6000
NM,Employed,29,10000
TX,Employed,46,4000
MO,Full-time,54,4000
GA,Employed,179,3500
SC,Self-employed,50,10000
CA,Employed,316,7500
GA,Full-time,125,4500
NY,Employed,337,18000
CA,Full-time,210,4000
WY,Full-time,107,9875
CA,Full-time,106,2600
WA,Employed,28,15000
IL,Employed,6,20000
AL,Employed,131,5500
MI,Employed,49,3500
OH,Full-time,35,3000
MD,Employed,178,10000
LA,Employed,254,25000
FL,Part-time,32,4000
FL,Employed,256,3500
IL,Employed,45,7500
CA,Employed,61,15000
PA,Employed,83,7000
,Part-time,33,1000
OH,Employed,173,2600
AL,Not available,,6000
FL,Employed,66,4000
GA,Self-employed,38,6900
NV,Employed,120,25000
FL,Employed,106,10000
LA,Full-time,53,6000
WA,Employed,47,4000
WY,Employed,221,15000
AZ,Other,17,10000
NY,Employed,64,4000
CA,Employed,134,15000
OH,Employed,241,4000
TX,Full-time,42,1500
OH,Employed,164,15000
FL,Employed,6,15000
,Not available,,3000
,Full-time,88,20000
FL,Employed,34,10000
DC,Full-time,197,1000
CA,Employed,25,5892
SC,Employed,522,20000
WI,Employed,15,15000
NV,Employed,204,9600
CA,Self-employed,25,4000
TX,Other,0,4000
MI,Employed,63,4000
VA,Employed,82,4000
NC,Full-time,28,2500
WA,Employed,130,2000
NJ,Employed,7,10000
CT,Employed,4,2000
NY,Employed,3,2320
IL,Full-time,208,15000
CA,Employed,309,21000
FL,Other,0,10000
GA,Employed,42,7500
GA,Employed,67,15000
IL,Employed,17,20000
CA,Employed,17,10000
NY,Retired,131,2000
MO,Full-time,106,2000
FL,Employed,146,10000
IL,Employed,14,11000
MN,Retired,47,6250
NC,Employed,273,6000
MS,Employed,15,8000
MA,Employed,155,7000
SC,Employed,193,10000
IL,Full-time,198,12000
TX,Not available,,2500
CO,Employed,87,15000
TX,Other,0,4000
IN,Employed,75,9000
NY,Full-time,301,1000
UT,Employed,61,15000
CA,Employed,94,5000
KY,Employed,245,9000
RI,Employed,95,10000
NY,Self-employed,79,5500
VA,Employed,80,12200
IN,Employed,156,4000
AL,Full-time,20,3500
FL,Employed,36,13000
CA,Employed,141,4000
CA,Employed,26,7000
OH,Self-employed,134,4000
MN,Employed,33,2000
FL,Self-employed,72,15000
MD,Employed,378,25000
NY,Self-employed,259,4000
NJ,Employed,24,10000
OH,Employed,34,4000
FL,Full-time,153,6500
CA,Employed,61,7500
VA,Employed,137,4000
FL,Employed,29,4000
MN,Employed,14,7000
MN,Employed,167,4000
OR,Full-time,27,2000
TX,Employed,104,12000
,,,3000
WA,Full-time,31,5000
CA,Employed,138,10000
MI,Employed,85,10000
TX,Self-employed,51,4000
WI,Full-time,11,3500
GA,Employed,75,6000
WI,Full-time,78,15000
GA,Full-time,89,17000
NC,Not employed,25,1000
GA,Full-time,51,4000
TX,Full-time,55,8000
PA,Full-time,46,1000
VA,Employed,35,12000
HI,Employed,13,4000
DC,Full-time,48,4000
FL,Self-employed,52,15000
CA,Employed,72,9700
OH,Employed,276,7000
WA,Employed,6,15000
NC,Employed,108,15000
KY,Employed,40,10000
MD,Employed,509,25000
WV,Retired,28,5000
WA,Full-time,35,7000
MN,Full-time,17,1500
OH,Employed,59,15000
CA,Employed,30,8000
,Not available,,24000
ID,Full-time,94,1000
FL,Other,3,7500
CA,Employed,141,11500
CA,Full-time,54,10000
GA,Other,28,8000
NY,Employed,33,2500
TX,Employed,318,4000
TX,Not employed,0,4000
CA,Full-time,16,5000
NY,Full-time,122,3400
WA,Employed,86,10000
FL,Employed,74,12000
IN,Employed,112,6000
SC,Employed,213,12000
IL,Self-employed,98,25000
OR,Not available,,3001
GA,Self-employed,2,5000
,,,3999
CA,Full-time,31,8000
IL,Full-time,16,8000
MA,Full-time,49,9000
NE,Employed,47,2000
MO,Employed,216,4000
SC,Employed,75,10000
IL,Employed,137,20000
AL,Employed,55,17911
CA,Full-time,2,25000
CT,Employed,138,20000
MT,Full-time,172,1800
IL,Not available,,2600
CO,Other,94,10000
MT,Full-time,196,9000
OH,Full-time,293,4000
,,,7000
WI,Full-time,189,9700
MI,Employed,126,15000
PA,Full-time,10,1000
FL,Full-time,297,3000
FL,Employed,30,25000
IL,Full-time,69,2000
OR,Retired,70,9000
CA,Self-employed,21,4000
IL,Self-employed,10,18000
MN,Full-time,57,2750
,Not available,,6000
CA,Employed,112,4000
VA,Employed,50,10000
NY,Employed,60,10000
CO,Employed,88,13500
SC,Employed,110,6000
CA,,,3000
CA,Employed,21,3000
MD,Full-time,21,15000
KY,Other,209,10000
NJ,Employed,13,5000
CA,Not available,,2560
MO,Full-time,23,2000
OR,Full-time,110,1800
CA,Employed,12,20000
TX,Employed,163,20000
VA,Employed,126,15000
MI,Employed,24,7000
,Not available,,1000
CA,Full-time,0,9000
IN,Self-employed,103,11500
NY,Full-time,31,4000
CA,Employed,38,8000
NJ,Not available,,5000
WV,Employed,317,15000
WI,Full-time,56,3500
MI,Employed,2,4000
MN,Employed,96,15000
AL,Employed,55,3500
CA,Employed,6,5000
TX,Employed,16,15000
OR,Full-time,17,5990
TX,Employed,209,8500
FL,Self-employed,11,15000
GA,Full-time,105,5000
OH,Full-time,40,6000
NV,Employed,162,7500
FL,Employed,151,6000
CA,Employed,82,6000
CA,Full-time,12,25000
MD,Full-time,4,7000
NJ,Employed,43,9600
NJ,Employed,29,13500
GA,Employed,292,3500
OK,Full-time,32,1250
CO,Employed,4,7500
CO,Employed,11,15000
VA,Full-time,21,1000
PA,Self-employed,158,4000
CA,Employed,156,25000
KY,Employed,71,3000
MI,Self-employed,66,10000
MD,Employed,214,10000
CT,Full-time,39,8000
GA,Employed,87,10000
LA,Employed,96,10000
MT,Full-time,18,3000
GA,Full-time,312,12000
CA,Employed,125,25000
IL,Full-time,39,11500
CA,Full-time,89,7500
FL,Full-time,22,6500
WI,Employed,110,9000
CA,Self-employed,180,12000
SC,Employed,128,22000
,,,3000
MI,,,1100
RI,Employed,309,2000
AL,Employed,17,10000
MD,Employed,62,4000
OR,Self-employed,82,5000
MD,Full-time,21,2000
LA,Other,18,4000
ID,Employed,298,5000
NJ,Not available,,4200
PA,Full-time,216,1500
NJ,Full-time,13,3500
MO,Employed,34,8750
VA,Employed,315,10000
OH,Employed,1,10500
OH,Employed,33,6500
NY,Employed,106,15000
NJ,Full-time,73,2000
MN,Full-time,103,7500
CA,Employed,156,14509
NJ,Full-time,87,3000
NE,Full-time,3,7500
MI,Employed,77,11500
CA,Not available,,3000
MI,Employed,45,10000
FL,Employed,120,10000
WA,Employed,13,4000
CA,Employed,60,5000
NJ,Employed,63,6000
WI,Employed,123,13000
NJ,Employed,129,13000
NY,Employed,48,15000
WI,Employed,53,4000
AL,Employed,66,9000
TX,Employed,13,9500
TX,Self-employed,24,10000
VA,Full-time,45,1000
GA,Employed,76,25000
OH,Full-time,32,7000
GA,Full-time,6,5000
CA,Employed,161,15000
NY,Full-time,81,7400
GA,Not available,,15000
MI,Not employed,28,9000
VA,Employed,8,6000
NY,Employed,133,7500
NE,Employed,43,4000
IL,Full-time,343,2000
VA,Full-time,4,7000
UT,Employed,33,10000
IN,Employed,76,2000
TX,Employed,242,15000
CA,Full-time,39,12000
TX,Full-time,33,5000
KY,Employed,96,15000
ID,Self-employed,84,4000
,Not available,,5000
MN,Full-time,30,1400
NC,Employed,103,5000
NC,Full-time,110,15000
UT,Employed,88,3000
GA,Employed,109,10000
AZ,Employed,29,3000
NY,Full-time,22,1500
IN,Employed,14,7500
TN,Other,315,4000
MD,Employed,66,7000
NC,Full-time,62,3000
FL,Employed,18,9000
CA,Employed,21,8000
IN,Employed,8,4000
GA,Full-time,277,8000
MI,Employed,126,25000
NY,Employed,18,12000
,Not available,,1025
,,,8500
